"Localidade";"Decretos";"Ementa";"Tipo";"Tipo_Documento"
"Brasil";"Portaria nº 40, de 24.3.2020Publicada no DOU de 25.3.2020";"Disciplina excepcionalmente o atendimento ao contribuinte e o agendamento de senhas no âmbito do Centro de Atendimento ao Contribuinte (CAC) da Receita Federal do Brasil em Goiânia-GO, para o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (COVID - 19).";"Federal";"Portaria"
"Brasil";"Portaria nº 36, de 24.3.2020Publicada no DOU de 25.3.2020";"Autoriza o registro de Declaração de Importação, antes da descarga da mercadoria, nos recintos jurisdicionados por esta Alfândega, para mercadorias listadas no anexo II da Instrução Normativa SRF nº 680, de 2 de outubro de 2006, enquanto durarem as medidas de enfrentamento ao Coronavírus - Covid 19.";"Federal";"Portaria"
"Brasil";"Portaria nº 24, de 24.3.2020Publicada no DOU de 25.3.2020";"Prorroga o prazo de validade da Declaração de Aptidão ao Pronaf (DAP), na calamidade pública, reconhecida pelo Decreto Legislativo nº 6, de 20 de março de 2020, do Congresso Nacional, decorrente da pandemia causada pelo vírus Covid-19.";"Federal";"Portaria"
"Brasil";"Portaria nº 01, de 24.3.2020Publicada no DOU de 26.3.2020";"designação de membros focalizadores tem o propósito de criar pontos de contato entre os membros de diferentes ramos, níveis e atribuições, sem prejuízo da independência funcional e das atividades finalísticas de cada um deles.";"Federal";"Portaria"
"Brasil";"Resolução nº 7.644, de 23.3.2020Publicada no DOU de 25.03.2020";"Estabelecimento de orientações acerca da manutenção do funcionamento das embarcações e das instalações portuárias reguladas pela Agência Nacional de Transportes Aquaviários - ANTAQ durante o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019.";"Federal";"Resolução"
"Brasil";"Resolução nº 7.636, de 23.3.2020Publicada no DOU de 24.03.2020";"Estabelecer medidas em resposta à emergência de saúde pública no âmbito do transporte aquaviário de passageiros e nas instalações portuárias em razão da epidemia do coronavírus (COVID-19).";"Federal";"Resolução"
"Brasil";"Resolução nº 940, de 23.3.2020Publicada no DOU de 24.03.2020";"Dispõe sobre a suspensão dos prazos processuais e da prescrição quinquenal e intercorrente no âmbito do Conselho Federal de Serviço Social/ Cfess e dos Conselhos Regionais de Serviço Social e a suspensão dos atos processuais que envolvam contato presencial.";"Federal";"Resolução"
"Brasil";"Medida Provisória nº 928, de 23.3.2020Publicada no DOU de 23.3.2020 - Edição extra - C";"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019, e revoga o art. 18 da Medida Provisória nº 927, de 22 de março de 2020.";"Federal";"Medida"
"Brasil";"Resolução nº 812, de 23.3.2020Publicada no DOU de 23.03.2020 - Edição extra - A";"Define procedimentos a serem adotados pelos agentes regulados pela ANP, enquanto durarem as medidas temporárias de enfrentamento da emergência de saúde pública de importância internacional decorrente do Coronavírus (Covid-19) estabelecidas pelos Estados e Municípios da Federação.";"Federal";"Resolução"
"Brasil";"Resolução nº 579, de 23.3.2020Publicada no DOU de 24.3.2020";"Dispõe sobre a prorrogação do vencimento das anuidades do exercício de 2020, e dá outras providências.";"Federal";"Resolução"
"Brasil";"Portaria nº 555, de 23.3.2020Publicada no DOU de 24.3.2020";"Dispõe sobre a prorrogação do prazo de validade das Certidões Negativas de Débitos relativos a Créditos Tributários Federais e à Dívida Ativa da União (CND) e Certidões Positivas com Efeitos de Negativas de Débitos relativos a Créditos Tributários Federais e à Dívida Ativa da União (CPEND), em decorrência da pandemia relacionada ao coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 492, de 23.3.2020Publicada no DOU de 23.3.2020 - Edição extra - C";"Institui a Ação Estratégica ""O Brasil Conta Comigo"", voltada aos alunos dos cursos da área de saúde, para o enfrentamento à pandemia do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 488, de 23.3.2020Publicada no DOU de 23.3.2020 - Edição extra - C";"Dispõe sobre a aplicação de emendas parlamentares que adicionarem recursos ao Sistema Único de Saúde (SUS), para a realização de transferências do Fundo Nacional de Saúde aos Fundos de Saúde dos Estados, Distrito Federal e Municípios, no exercício de 2020.";"Federal";"Portaria"
"Brasil";"Portaria nº 480, de 23.3.2020Publicada no DOU de 25.3.2020";"Estabelece recurso do Bloco de Custeio das Ações e Serviços Públicos de Saúde, a ser disponibilizado aos estados e Distrito Federal, destinados às ações de saúde para o enfrentamento do Coronavírus - COVID 19.";"Federal";"Portaria"
"Brasil";"Resolução nº 356, de 23.3.2020Publicada no DOU de 23.03.2020 - Edição extra - C";"Dispõe, de forma extraordinária e temporária, sobre os requisitos para a fabricac¸a~o, importac¸a~o e aquisic¸a~o de dispositivos me´dicos identificados como priorita´rios para uso em servic¸os de sau´de, em virtude da emerge^ncia de sau´de pu´blica internacional relacionada ao SARS-CoV-2.";"Federal";"Resolução"
"Brasil";"Resolução nº 355, de 23.3.2020Publicada no DOU de 23.03.2020 - Edição extra - C";"Dispõe sobre a suspensão dos prazos processuais afetos aos requerimentos de atos públicos de liberação de responsabilidade da Anvisa em virtude da emergência de saúde pública internacional relacionada ao SARS-CoV-2.";"Federal";"Resolução"
"Brasil";"Resolução nº 230, de 23.3.2020Publicada no DOU de 23.03.2020";"Dispõe sobre prorrogação de data de vencimento das anuidades do CREF11/MS para o Exercício de 2020 e dá outras providencias";"Federal";"Resolução"
"Brasil";"Resolução nº 220, de 23.3.2020Publicada no DOU de 23.03.2020";"Prorroga o prazo para envio das prestações de contas dos Conselhos Regionais ao Conselho Federal de Odontologia referente ao exercício financeiro de 2019.";"Federal";"Resolução"
"Brasil";"Portaria nº 191, de 23.3.2020Publicada no DOU de 25.3.2020";"Estabelece regras para adoção de trabalho remoto e manutenção de atividades essenciais por unidades e servidores da 4ª Região Fiscal.";"Federal";"Portaria"
"Brasil";"Portaria nº 177, de 23.3.2020Publicada no DOU de 25.3.2020";"Estabelece regras para o atendimento no âmbito das unidades da 7ª Região Fiscal, inclusive por meio de endereço eletrônico, enquanto durar o estado de emergência de saúde pública decorrente do coronavírus (Covid-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 157-E, de 23.3.2020Publicada no DOU de 24.3.2020";"Altera a Portaria ANCINE nº 151-E, de 19 de março de 2020, que estabelece, em caráter excepcional, medidas administrativas para a mitigação dos impactos do COVID-19 no setor audiovisual e no que se refere às atribuições da Agência Nacional do Cinema - ANCINE, nos limites de sua competência.";"Federal";"Portaria"
"Brasil";"Resolução nº 153, de 23.3.2020Publicada no DOU de 24.3.2020";"Prorroga o prazo de vencimento para pagamento das anuidades do exercício de 2020 e demais débitos objeto de parcelas em vigor.";"Federal";"Resolução"
"Brasil";"Portaria nº 146, de 23.3.2020Publicada no DOU de 24.3.2020";"Estabelece regras para adoção de trabalho remoto e manutenção de atividades essenciais por unidades e servidores da 3ª Região Fiscal.";"Federal";"Portaria"
"Brasil";"Portaria nº 145, de 23.3.2020Publicada no DOU de 24.3.2020";"Estabelece regras para o atendimento no âmbito das unidades da 3ª Região Fiscal, inclusive por meio de endereço eletrônico, enquanto durar o estado de emergência de saúde pública decorrente do Novo Coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 190, de 23.3.2020Publicada no DOU de 25.3.2020";"Estabelece regras para o atendimento no âmbito das unidades da 4ª Região Fiscal, inclusive por meio de endereço eletrônico, enquanto durar o estado de emergência de saúde pública decorrente do Novo Coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 138, de 23.3.2020Publicada no DOU de 24.3.2020";"Autoriza a utilização excepcional dos recursos do Fundo Nacional de Segurança Pública repassados no exercício de 2019, na forma da Portaria nº 793, de 24 de outubro de 2019, para ações de segurança pública e defesa social necessárias ao combate emergencial dos efeitos decorrentes da pandemia do coronavírus SARS-CoV-2 (Covid-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 133, de 23.3.2020Publicada no DOU de 23.3.2020 - Edição extra - C";"Dispõe sobre a restrição excepcional e temporária de entrada no País de estrangeiros provenientes dos países que relaciona, conforme recomendação da Agência Nacional de Vigilância Sanitária - Anvisa.";"Federal";"Portaria"
"Brasil";"Portaria nº 103, de 23.3.2020Publicada no DOU de 24.3.2020";"Regulamenta, em caráter excepcional e temporário, medidas de enfrentamento e prevenção à infecção e propagação do novo Coronavírus (COVID-19), no âmbito do Ministério da Agricultura, Pecuária e Abastecimento.";"Federal";"Portaria"
"Brasil";"Portaria nº 48, de 23.3.2020Publicada no DOU de 25.3.2020";"Disciplina o atendimento presencial emergencial na unidade de atendimento da IRF/SSO, jurisdicionada a esta Delegacia da Receita Federal do Brasil em São José dos Campos/SP.";"Federal";"Portaria"
"Brasil";"Portaria nº 47, de 23.3.2020Publicada no DOU de 25.3.2020";"Disciplina o atendimento presencial emergencial na unidade de atendimento da Delegacia da Receita Federal do Brasil em São José dos Campos/SP.";"Federal";"Portaria"
"Brasil";"Portaria nº 41, de 23.3.2020Publicada no DOU de 25.3.2020";"Estabelece, em caráter temporário, que seja suspenso o uso de controle de acesso biométrico nos recintos aduaneiros jurisdicionados pela Alfândega da Receita Federal do Brasil no Porto de Itajaí.";"Federal";"Portaria"
"Brasil";"Resolução nº 39, de 23.3.2020Publicada no DOU de 24.3.2020";"Dispõe sobre a Prorrogação do Prazo Para Pagamento da Anuidade de 2020 Com Desconto No Âmbito do Conselho Regional de Educação Física da 13ª Região/BAHIA.";"Federal";"Resolução"
"Brasil";"Portaria nº 35, de 23.3.2020Publicada no DOU de 25.3.2020";"Determina a suspensão do atendimento presencial do Centro de Atendimento ao Contribuinte da Alfândega do Aeroporto Internacional de São Paulo/Guarulhos em razão da necessidade do enfrentamento da emergência de saúde pública decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 35, de 23.3.2020Publicada no DOU de 25.3.2020";"Suspensão da visitação pelo público externo a todas as áreas do JBRJ por tempo indeterminado.";"Federal";"Portaria"
"Brasil";"Portaria nº 35, de 23.3.2020Publicada no DOU de 25.3.2020";"Estabelece orientações aos ordenadores de despesa do Ministério da Defesa e das Forças Armadas quanto à aplicação dos procedimentos de contratação previstos nos arts. 4º a 4º-I da Lei nº 13.979, de 6 de fevereiro de 2020.";"Federal";"Portaria"
"Brasil";"Portaria nº 33, de 23.3.2020Publicada no DOU de 25.3.2020";"Disciplina os procedimentos emergenciais relacionados ao agendamento de posicionamento de cargas nos recintos alfandegados e à verificação remota de mercadorias por meio de imagens, na importação, na exportação e nas remessas expressas, enquanto durarem as medidas de enfrentamento ao Coronavírus - Covid 19.";"Federal";"Portaria"
"Brasil";"Portaria nº 32, de 23.3.2020Publicada no DOU de 25.3.2020";"Dispõe sobre o expediente no período de emergência em saúde pública de importância internacional decorrente do coronavírus (COVID-19) no âmbito da Delegacia da Receita Federal do Brasil no Rio de Janeiro I";"Federal";"Portaria"
"Brasil";"Portaria nº 29, de 23.3.2020Publicada no DOU de 25.3.2020";"Institui o regime de teletrabalho e Suspende os atendimentos presenciais, em todas as unidades administrativas do CROSP, e dá outras providências.";"Federal";"Portaria"
"Brasil";"Portaria nº 27, de 23.3.2020Publicada no DOU de 25.3.2020";"Alteração temporária do horário de atendimento do plantão aduaneiro da ALF/PPA.";"Federal";"Portaria"
"Brasil";"Portaria nº 26, de 23.3.2020Publicada no DOU de 25.3.2020";"Suspensão temporária do atendimento presencial no CAC da ALF/PPA como medida de proteção ao Coronavírus (Covid-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 24, de 23.3.2020Publicada no DOU de 25.3.2020";"Estabelece medidas no Ministério da Infraestrutura, em caráter excepcional, para enfrentamento da emergência de saúde pública de importância internacional decorrente do Coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 14, de 23.3.2020Publicada no DOU de 24.3.2020";"Institui novas medidas de combate e prevenção ao contágio do coronavírus no Conselho Regional de Contabilidade do Amazonas.";"Federal";"Portaria"
"Brasil";"Portaria nº 2, de 23.3.2020Publicada no DOU de 24.3.2020";"Dispõe sobre o atendimento ao contribuinte na Delegacia da Receita Federal em Governador Valadares/MG, Agência da Receita Federal do Brasil em Almenara/MG, Agência da Receita Federal em Caratinga/MG Agência da Receita Federal do Brasil em Manhuaçu/MG e Agência da Receita Federal do Brasil em Teófilo Otoni/MG, para o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Recomendação nº 2, de 23.3.2020Publicada no DOU de 25.3.2020";"Recomenda procedimentos a serem observados pelos médicos responsáveis pela estratégia de saúde da família, das Secretarias Municipais de Saúde, durante o atendimento aos casos do COVID-19 e outras providências.";"Federal";"Recomendação"
"Brasil";"Resolução nº 20, de 23.3.2020Publicada no DOU de 25.03.2020";"Dispõe sobre as medidas emergenciais devido à Crise de Calamidade Pública ocorrida com a Pandemia do Coronavírus - COVID-19.";"Federal";"Resolução"
"Brasil";"Decreto nº 10.288 de 22.3.2020 Publicado no DOU de 22.3.2020 - Edição extra - J";"Regulamenta a Lei nº 13.979, de 6 de fevereiro de 2020, para definir as atividades e os serviços relacionados à imprensa como essenciais.";"Federal";"Decreto"
"Brasil";"Medida Provisória nº 927, de 22.3.2020 Publicada no DOU de 22.3.2020 - Edição extra - L";"Dispõe sobre as medidas trabalhistas para enfrentamento do estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020, e da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19), e dá outras providências.";"Federal";"Medida"
"Brasil";"Portaria nº 827, de 22.3.2020 Publicada no DOU de 24.03.2020";"Estabelece as diretrizes quanto à execução de trabalho remoto para o Ministério do Meio Ambiente e suas entidades vinculadas, enquanto perdurar o estado de emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 226, de 21.3.2020 Publicada no DOU de 24.03.2020";"Dispõe sobre medidas complementares à Instrução Normativa nº 19, de 12 de março de 2020 para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 826, de 21.3.2020 Publicada no DOU de 24.03.2020";"Dispõe sobre medidas complementares à Instrução Normativa nº 19, de 12 de março de 2020 para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 132, de 22.3.2020 Publicada no DOU de 24.03.2020";"Estabelece medidas de proteção para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19) e exercício de atividades por servidores, empregados públicos e estagiários do Ministério da Justiça e Segurança Pública, em caráter excepcional, delega competências ao Secretário-Executivo do Ministério da Justiça e Segurança Pública e autoriza a adoção de atos de gestão de que trata a Instrução Normativa nº 19, de 12 de março de 2020, da Secretaria de Gestão e Desempenho de Pessoal do Ministério da Economia.";"Federal";"Portaria"
"Brasil";"Portaria nº 132, de 22.3.2020 Publicada no DOU de 22.03.2020 - Edição extra - K";"Dispõe sobre a restrição excepcional e temporária de entrada no País, por via terrestre, de estrangeiros provenientes da República Oriental do Uruguai, conforme recomendação da Agência Nacional de Vigilância Sanitária - Anvisa.";"Federal";"Portaria"
"Brasil";"Portaria nº 139, de 21.3.2020 Publicada no DOU de 21.03.2020 - Edição extra - I";"Estabelece as diretrizes quanto à execução de trabalho remoto para o Ministério do Meio Ambiente e suas entidades vinculadas, enquanto perdurar o estado de emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Resolução nº 122, de 21.3.2020 Publicada no DOU de 24.03.2020";"Dispõe sobre providências a serem adotadas em razão da pandemia causado pelo COVID-19";"Federal";"Resolução"
"Brasil";"Resolução nº 5.876, de 20.3.2020 Publicada no DOU de 23.03.2020";"Dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019/2020, no âmbito do serviço de transporte rodoviário de cargas.";"Federal";"Resolução"
"Brasil";"Decreto nº 10.285, de 20.3.2020 Publicado no DOU de 20.3.2020 - Edição extra - G";"Reduz temporariamente as alíquotas do Imposto sobre Produtos Industrializados - IPI incidentes sobre os produtos que menciona.";"Federal";"Decreto"
"Brasil";"Decreto nº 10.284, de 20.3.2020 Publicado no DOU de 20.3.2020 - Edição extra - G";"Dispõe sobre a dilação do prazo de vencimento das tarifas de navegação aérea, durante o período de enfrentamento da pandemia da covid-19.";"Federal";"Decreto"
"Brasil";"Decreto nº 10.283, de 20.3.2020 Publicado no DOU de 20.3.2020 - Edição extra - G";"Institui o Serviço Social Autônomo denominado Agência para o Desenvolvimento da Atenção Primária à Saúde - Adaps.";"Federal";"Decreto"
"Brasil";"Decreto nº 10.282, de 20.3.2020 Publicado no DOU de 20.3.2020 - Edição extra - G e republicado no DOU de 21.03.2020 - Edição extra- H";"Regulamenta a Lei nº 13.979, de 6 de fevereiro de 2020, para definir os serviços públicos e as atividades essenciais.";"Federal";"Decreto"
"Brasil";"Portaria nº 1.272, de 20.3.2020Publicada no DOU de 23.3.2020";"Aprovação da Diretriz Ministerial de Execução nº 7/2020, que autoriza a execução das ações de apoio para mitigar os impactos do COVID-19";"Federal";"Portaria"
"Brasil";"Portaria nº 1.501, de 20.3.2020 Publicada no DOU de 25.3.2020";"Suspende as atividades de atendimento presencial do Centro de Atendimento ao Contribuinte (CAC) da Alfândega da Receita Federal do Brasil em São Paulo.";"Federal";"Portaria"
"Brasil";"Medida Provisória nº 926, de 20.3.2020 Publicada no DOU de 20.3.2020 - Edição extra - G";"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para dispor sobre procedimentos para aquisição de bens, serviços e insumos destinados ao enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus.";"Federal";"Medida"
"Brasil";"Portaria nº 543, de 20.3.2020 Publicada no DOU de 23.3.2020 - Edição extra - A";"Estabelece, em caráter temporário, regras para o atendimento presencial nas unidades de atendimento, e suspende o prazo para prática de atos processuais e os procedimentos administrativos que especifica, no âmbito da Secretaria Especial da Receita Federal do Brasil (RFB), como medida de proteção para enfrentamento da emergência de saúde pública decorrente do coronavírus (Covid-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 467, de 20.3.2020 Publicada no DOU de 23.3.2020 - Edição extra - B";"Dispõe, em caráter excepcional e temporário, sobre as ações de Telemedicina, com o objetivo de regulamentar e operacionalizar as medidas de enfrentamento da emergência de saúde pública de importância internacional previstas no art. 3º da Lei nº 13.979, de 6 de fevereiro de 2020, decorrente da epidemia de COVID-19.";"Federal";"Portaria"
"Brasil";"Portaria nº 454, de 20.3.2020 Publicada no DOU de 20.3.2020 - Edição extra - F";"Declara, em todo o território nacional, o estado de transmissão comunitária do coronavírus (covid-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 412, de 20.3.2020 Publicada no DOU de 23.3.2020";"Dispõe sobre a manutenção de direitos dos segurados e beneficiários do INSS em razão das medidas restritivas no atendimento ao público para enfrentamento da emergência de saúde pública de importância internacional decorrente da pandemia do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 356, de 20.3.2020 Publicada no DOU de 20.3.2020 - Edição extra - B";"Dispõe sobre a atuação dos alunos dos cursos da área de saúde no combate à pandemia do COVID-19 (coronavírus).";"Federal";"Portaria"
"Brasil";"Portaria nº 335, de 20.3.2020 Publicada no DOU de 20.3.2020 - Edição extra - E";"Estabelece medidas emergenciais na gestão do Programa Bolsa Família, criado pela Lei nº 10.836, de 9 de janeiro de 2004, e do Cadastro Único para Programas Sociais do Governo Federal, regulamentado pelo Decreto nº 6.135, de 26 de junho de 2007, em decorrência da Emergência em Saúde Pública de Importância Nacional.";"Federal";"Portaria"
"Brasil";"Resolução nº 352, de 20.3.2020 Publicada no DOU de 20.03.2020 - Edição extra G";"Dispõe sobre a autorização prévia para fins de exportação de cloroquina e hidroxicloroquina e de produtos sujeitos à vigilância sanitária destinados ao combate da Covid-19.";"Federal";"Resolução"
"Brasil";"Decisão nº 43, de 20.3.2020Publicada no DOU de 24.3.2020";"Determina as estratégias de atuação emergencial para o enfrentamento à pandemia de Coronavírus (COVID-19) no âmbito do Conselho Regional de Enfermagem do Ceará e dá outras providências.";"Federal";"Decisão"
"Brasil";"Portaria nº 18, de 20.3.2020Publicada no DOU de 23.3.2020";"Suspende a exigência de licenciamento de importação para os produtos referidos na Resolução CAMEX nº 26, de 29 de abril de 2015, publicada no D.O.U. de 30 de abril de 2015, e na Resolução CAMEX nº 58, de 19 de junho de 2015, publicada no D.O.U. de 22 de junho de 2015.";"Federal";"Portaria"
"Brasil";"Portaria nº 17, de 20.3.2020Publicada no DOU de 24.3.2020";"Dispõe sobre o atendimento ao contribuinte na Delegacia da Receita Federal do Brasil em Sete Lagoas/MG - Centro de Atendimento ao Contribuinte (CAC) e nas Agências da Receita Federal do Brasil em Lagoa Santa/MG, Curvelo/MG, Diamantina/MG e Paracatu/MG - em caráter excepcional, para o enfrentamento da emergência de saúde pública de importância internacional decorrente do Coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 17, de 20.3.2020Publicada no DOU de 24.3.2020";"Altera as medidas administravas temporárias para prevenir contágio pelo novo coronavírus (COVID-19), no âmbito de jurisdição do CRP/18ª Região, dispostas na Portaria CRPMT nº 016, de 17 de março de 2020.";"Federal";"Portaria"
"Brasil";"Portaria nº 11, de 20.3.2020Publicada no DOU de 24.3.2020";"Estabelece medidas quanto ao funcionamento das unidades de atendimento no âmbito da Delegacia da Receita Federal do Brasil em Contagem/MG - Centro de Atendimento ao Contribuinte (CAC) - e Agência da Receita Federal do Brasil em Betim/MG - em caráter excepcional, considerando o estado de emergência de saúde pública de importância internacional decorrente do Coronavírus (Codiv-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 10, de 20.3.2020Publicada no DOU de 24.3.2020";"Disciplina o atendimento ao contribuinte na Delegacia da Receita Federal do Brasil em Bauru e em suas unidades jurisdicionais para o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus(COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 10, de 20.3.2020Publicada no DOU de 24.3.2020";"Estabelecimento de medidas temporárias de prevenção ao contágio de pessoas pelo Novo Coronavírus (COVID-19) em todas as dependências do Conselho Regional de Psicologia da 7ª Região.";"Federal";"Portaria"
"Brasil";"Portaria nº 9, de 20.3.2020Publicada no DOU de 24.3.2020";"Suspende o funcionamento da Agência da Receita Federal em Barretos-SP.";"Federal";"Portaria"
"Brasil";"Portaria nº 8, de 20.3.2020Publicada no DOU de 24.3.2020";"Suspensão funcionamento das unidades da DRF/JFA e Agências em decorrência do Coronavírus (COVID-19)";"Federal";"Portaria"
"Brasil";"Portaria nº 5, de 20.3.2020Publicada no DOU de 24.3.2020";"Dispõe sobre o atendimento ao contribuinte na Delegacia da Receita Federal em Varginha, Agência da Receita Federal em Pouso Alegre/MG, para o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 4, de 20.3.2020Publicada no DOU de 24.3.2020";"Dispõe sobre o atendimento ao contribuinte na Delegacia da Receita Federal em Varginha, Agência da Receita Federal em Lavras/MG, para o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 3, de 20.3.2020Publicada no DOU de 24.3.2020";"Dispõe sobre o atendimento ao contribuinte na Delegacia da Receita Federal em Varginha, Agência da Receita Federal em Itajubá/MG, para o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 2, de 20.3.2020Publicada no DOU de 24.3.2020";"Dispõe sobre o atendimento ao contribuinte na Delegacia da Receita Federal em Varginha, Agência da Receita Federal em Alfenas/MG, para o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 1, de 20.3.2020Publicada no DOU de 24.3.2020";"Dispõe sobre o atendimento ao contribuinte na Delegacia da Receita Federal em Varginha, Centro de Atendimento ao Contribuinte - CAC, para o enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Decreto Legislativo nº 6, de 20.3.2020 Publicado no DOU de 20.3.2020 - Edição extra - C";"Reconhece, para os fins do art. 65 da Lei Complementar nº 101, de 4 de maio de 2000, a ocorrência do estado de calamidade pública, nos termos da solicitação do Presidente da República encaminhada por meio da Mensagem nº 93, de 18 de março de 2020.";"Federal";"Decreto"
"Brasil";"Portaria nº 1, de 20.3.2020 Publicado no DOU de 20.03.2020 - Edição extra - G";"Estabelece a ampliação do prazo de validade das certidões emitidas em decorrência do atendimento dos artigos 18 e 18-A da Lei nº 9.615, de 24 de março de 1998, em razão da situação de Emergência de Saúde Pública de Importância Internacional decorrente do Coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 8.024, de 19.3.2020 Publicado no DOU de 20.03.2020";"Dispõe sobre o atendimento dos segurados e beneficiários do Instituto Nacional do Seguro Social durante o período de enfrentamento da emergência de saúde pública de importância internacional decorrente da pandemia do coronavírus (COVID-19). (Processo nº 10128.106029/2020-73).";"Federal";"Portaria"
"Brasil";"Portaria nº 8.012, de 19.3.2020 Publicado no DOU de 20.03.2020";"Estabelece medidas temporárias, no âmbito da gestão administrativa da Procuradoria-Geral da Fazenda Nacional - PGFN, de prevenção ao contágio do covid-19, considerada a classificação de pandemia pela Organização Mundial de Saúde - OMS e o disposto na Portaria ME nº 96, de 17 de março de 2020.";"Federal";"Portaria"
"Brasil";"Portaria nº 7.957, de 19.3.2020 Publicado no DOU de 20.03.2020";"Representação da União à distância, por meio de sistema eletrônico em assembleias gerais.";"Federal";"Portaria"
"Brasil";"Circular nº 3.991, de 19.3.2020Publicada no DOU de 23.3.2020";"Dispõe sobre o horário de atendimento ao público nas dependências das instituições financeiras e demais instituições autorizadas a funcionar pelo Banco Central do Brasil enquanto perdurar a situação de risco à saúde pública decorrente do novo Coronavírus (Covid-19).";"Federal";"Circular"
"Brasil";"Portaria nº 1.153, de 19.3.2020 Publicada no DOU de 20.03.2020 - Edição extra-E";"Cria o Comitê de Crise para Supervisão e Monitoramento dos Impactos da Covid-19 no âmbito das Comunicações (REDE CONECTADA MCTIC) e estabelece diretrizes a serem adotadas pela Agência Nacional de Telecomunicações - Anatel.";"Federal";"Portaria"
"Brasil";"Portaria nº 683, de 19.3.2020 Publicado no DOU de 20.03.2020";"Dispõe sobre a instituição de comitê técnico para elaboração de iniciativas de promoção e defesa dos Direitos Humanos, considerando a situação de emergência de saúde pública de importância internacional decorrente do coronavírus (COVID-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 491, de 19.3.2020 Publicado no DOU de 19.03.2020 - Edição extra C";"Estabelece medidas temporárias de prevenção ao contágio pelo Novo Coronavírus (COVID-19) no âmbito do Ministério da Educação.";"Federal";"Portaria"
"Brasil";"Portaria nº 430, de 19.3.2020 Publicado no DOU de 20.03.2020";"Estabelece incentivo financeiro federal de custeio no âmbito da Atenção Primária à Saúde, em caráter excepcional e temporário, com o objetivo de apoiar o funcionamento em horário estendido das Unidades de Saúde da Família (USF) ou Unidades Básicas de Saúde (UBS) no país, para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19).";"Federal";"Portaria"
"Brasil";"Portaria nº 428, de 19.3.2020 Publicado no DOU de 20.03.2020";"Dispõe sobre as medidas de proteção para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (covid-19) no âmbito das unidades do Ministério da Saúde no Distrito Federal e nos Estados.";"Federal";"Portaria"
